Uniprot Entry,Accession Name,Protein Name,Organism,Brain Parts,Biological Process,Molecular Function,Cellular Component,Papers
P46097,SYT2_MOUSE,Synaptotagmin-2 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0051179, GO:0065007, GO:0009987, GO:0050896",GO:0005488,"GO:0043226, GO:0016020, GO:0042995, GO:0031224","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9D880,TIM50_MOUSE,Mitochondrial import inner membrane translocase subunit TIM50,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987, GO:0051179","GO:0003824, GO:0005488","GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:0016604, GO:0098796","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9JKR6,HYOU1_MOUSE,Hypoxia up-regulated protein 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179, GO:0050896",GO:0005488,"GO:0031974, GO:0043226, GO:0005622, GO:0140534","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9QZD9,EIF3I_MOUSE,Eukaryotic translation initiation factor 3 subunit I {ECO:0000255|HAMAP-Rule:MF_03008},Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Cortex']","GO:0008152, GO:0009987","GO:0005488, GO:0045182","GO:0005852, GO:1990904","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P50136,ODBA_MOUSE,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Cortex']","GO:0008152, GO:0009987","GO:0003824, GO:0005488","GO:0043226, GO:0045239, GO:0098798, GO:0005622, GO:1902494","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8K0C9,GMDS_MOUSE,"GDP-mannose 4,6 dehydratase",Mus musculus (Mouse),"['Medulla', 'Olfactory_balb', 'Cortex']","GO:0008152, GO:0065007, GO:0009987","GO:0003824, GO:0005488",nan,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P35980,RL18_MOUSE,60S ribosomal protein L18,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987","GO:0005488, GO:0005198","GO:0043226, GO:0005622, GO:1990904, GO:0030054","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9ES56,TPPC4_MOUSE,Trafficking protein particle complex subunit 4 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Olfactory_balb', 'Cortex']","GO:0008152, GO:0032502, GO:0009987, GO:0051179",nan,"GO:0043226, GO:0140535, GO:0016020, GO:0005622, GO:0099023, GO:0030054, GO:0042995, GO:0031984","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
O35381,AN32A_MOUSE,Acidic leucine-rich nuclear phosphoprotein 32 family member A,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0051179",GO:0005488,"GO:0043226, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9D8L5,CCD91_MOUSE,Coiled-coil domain-containing protein 91,Mus musculus (Mouse),['Medulla'],"GO:0051179, GO:0009987",GO:0005488,"GO:0043226, GO:0005622, GO:0031984","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P58389,PTPA_MOUSE,Serine/threonine-protein phosphatase 2A activator,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987","GO:0003824, GO:0005488, GO:0098772","GO:0043226, GO:0140535, GO:0005622, GO:1902494, GO:0098796, GO:1990351","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q922Q4,P5CR2_MOUSE,Pyrroline-5-carboxylate reductase 2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987, GO:0050896",GO:0003824,"GO:0043226, GO:0005622","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
O70194,EIF3D_MOUSE,Eukaryotic translation initiation factor 3 subunit D {ECO:0000255|HAMAP-Rule:MF_03003},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987, GO:0044419, GO:0008152","GO:0005488, GO:0045182","GO:0005852, GO:1990904","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q91ZX7,LRP1_MOUSE,Prolow-density lipoprotein receptor-related protein 1 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0002376, GO:0008152, GO:0032501","GO:0005488, GO:0060089, GO:0038024","GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0030427, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q5PR73,DIRA2_MOUSE,GTP-binding protein Di-Ras2,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0009987","GO:0003824, GO:0005488",GO:0016020,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q64515,TRFE_MOUSE,Serotransferrin,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0002376, GO:0044419","GO:0140104, GO:0005488","GO:0043226, GO:0016020, GO:0030312, GO:0043235, GO:0060187, GO:0019898, GO:0098796","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q80VP0,TCPR1_MOUSE,Tectonin beta-propeller repeat-containing protein 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987",GO:0005488,"GO:0043226, GO:0016020, GO:0005622, GO:0031224","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8K4Z3,NNRE_MOUSE,NAD(P)H-hydrate epimerase {ECO:0000255|HAMAP-Rule:MF_03159},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Olfactory_balb', 'Mid_Brain', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0032502, GO:0009987, GO:0008152","GO:0003824, GO:0005488","GO:0043226, GO:0005622, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P49722,PSA2_MOUSE,Proteasome subunit alpha type-2,Mus musculus (Mouse),"['Medulla', 'Olfactory_balb', 'Cortex']","GO:0008152, GO:0009987",GO:0003824,"GO:0043226, GO:0140535, GO:0099080, GO:0005622, GO:1902494","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q61102,ABCB7_MOUSE,"ATP-binding cassette sub-family B member 7, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Medulla', 'Hipothalamus', 'Hipocampus', 'Cortex']","GO:0051179, GO:0065007, GO:0009987","GO:0003824, GO:0005215, GO:0005488","GO:0043226, GO:0016020, GO:0005622, GO:0031224","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q62108,DLG4_MOUSE,Disks large homolog 4,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0023052, GO:0007610, GO:0051703, GO:0050896, GO:0032502, GO:0009987, GO:0022610, GO:0032501","GO:0005488, GO:0005198","GO:0043226, GO:0005737, GO:0031224, GO:0016020, GO:0005622, GO:0098794, GO:0043235, GO:0019898, GO:0030054, GO:0042995, GO:0098796, GO:1990351","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9CPW0,CNTP2_MOUSE,Contactin-associated protein-like 2,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cerebellum', 'Cortex']","GO:0051179, GO:0007610, GO:0051703, GO:0032502, GO:0009987, GO:0022610, GO:0032501",GO:0005488,"GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0031256, GO:0030054, GO:0042995, GO:0098796, GO:1990351","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P24369,PPIB_MOUSE,Peptidyl-prolyl cis-trans isomerase B,Mus musculus (Mouse),"['Medulla', 'Hipocampus', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0032502, GO:0009987, GO:0040011, GO:0002376, GO:0008152, GO:0044419","GO:0003824, GO:0005488","GO:0031974, GO:0043226, GO:0005622, GO:0140534","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9CPQ3,TOM22_MOUSE,Mitochondrial import receptor subunit TOM22 homolog,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Cerebellum', 'Cortex']","GO:0051179, GO:0065007, GO:0009987",GO:0005215,"GO:0043226, GO:0031224, GO:0098798, GO:0016020, GO:0005622, GO:0098796","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P12032,TIMP1_MOUSE,Metalloproteinase inhibitor 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cortex']","GO:0065007, GO:0050896, GO:0032502, GO:0009987, GO:0032501","GO:0005488, GO:0098772",GO:0030312,"['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8BMS1,ECHA_MOUSE,"Trifunctional enzyme subunit alpha, mitochondrial",Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0008152, GO:0009987, GO:0050896","GO:0003824, GO:0005488","GO:0043226, GO:0036125, GO:0098798, GO:0016020, GO:0005622, GO:0009295","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q9WV60,GSK3B_MOUSE,Glycogen synthase kinase-3 beta,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0051179, GO:0065007, GO:0040007, GO:0050896, GO:0032502, GO:0009987, GO:0048511, GO:0040011, GO:0008152, GO:0032501","GO:0003824, GO:0005488","GO:0043226, GO:0044297, GO:0099080, GO:0016020, GO:0005815, GO:0005622, GO:0098794, GO:0030427, GO:0030054, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8BIZ1,ANS1B_MOUSE,Ankyrin repeat and sterile alpha motif domain-containing protein 1B,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cortex']","GO:0065007, GO:0009987, GO:0051179",GO:0005488,"GO:0043226, GO:0005829, GO:0016020, GO:0005622, GO:0098794, GO:0030054, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
P47746,CNR1_MOUSE,Cannabinoid receptor 1,Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Cerebellum']","GO:0065007, GO:0023052, GO:0007610, GO:0050896, GO:0032502, GO:0009987, GO:0022414, GO:0032501","GO:0005488, GO:0060089","GO:0043226, GO:0031224, GO:0016020, GO:0005622, GO:0030427, GO:0042995","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
Q8K290,RTN4_MOUSE,Reticulon-4 {ECO:0000305},Mus musculus (Mouse),"['Medulla', 'Hipothalamus', 'Hipocampus', 'Olfactory_balb', 'Mid_Brain', 'Cerebellum', 'Cortex']","GO:0065007, GO:0051179, GO:0050896, GO:0032502, GO:0009987, GO:0040011, GO:0022610, GO:0002376",GO:0005488,"GO:0043226, GO:0031224, GO:0044297, GO:0016020, GO:0005622, GO:0044292, GO:0031975, GO:0030427, GO:0030054, GO:0042995, GO:0031984","['Proteomic Analysis of Normal Murine Brain Parts (VASILIKI K. TARASLIA, ALEXANDROS KOUSKOUKIS, ATHANASIOS K. ANAGNOSTOPOULOS, DIMITRIOS J. STRAVOPODIS, LUKAS H. MARGARITIS, GEORGE TH. TSANGARIS)', 'Normal Mouse Brain Proteome II: Analysis of Brain Regions by High-resolution Mass Spectrometry (ARTEMIS G. KOROVESI, ATHANASIOS K. ANAGNOSTOPOULOS, VASILEIOS PIERROS, DIMITRIOS J. STRAVOPODIS, GEORGE TH. TSANGARIS']"
